Tag_Name,Price,Value_for_Money,Year_of_Launch,Country,State,Sales,Total_Users,Total_Revenue,Profit,Best_in_Tech,Practical_Use_Case
Apple_airtags,29,High,2021,United Kingdom,Swansea [Abertawe GB-ATA],879,500,25491,4059.5615867805527,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,York,4384,2273,127136,37807.37151432867,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,"Bristol, City of",2527,1448,73283,7534.662329605907,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,East Ayrshire,891,607,25839,6569.67089760363,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Haringey,4061,2394,117769,14506.056654243,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Mid-Ulster,700,459,20300,3373.445980901756,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Reading,2954,1970,85666,19975.98092039889,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Swindon,3231,2130,93699,25996.08935333184,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Shetland Islands,3190,2201,92510,19635.75070943082,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Bury,4993,3112,144797,29617.729099204917,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,"Edinburgh, City of",1984,1092,57536,16061.330848134321,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Isles of Scilly,1063,681,30827,7370.834879251646,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,North Ayrshire,2178,1500,63162,9206.469945756371,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Renfrewshire,2222,1496,64438,17790.91732209303,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Southwark,3229,2266,93641,21226.61223267851,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Cambridgeshire,3193,1960,92597,13305.085832993429,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,East Dunbartonshire,1863,1347,54027,11230.50866079537,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Isle of Wight,2029,1076,58841,10077.084218057456,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Northumberland,2737,1443,79373,11555.679531288308,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Richmond upon Thames,4529,2265,131341,22395.44923195722,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Tameside,1782,894,51678,10446.679820520687,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Caerphilly [Caerffili GB-CAF],4913,2729,142477,17663.311588320226,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,East Lothian,1163,855,33727,5552.833057652802,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Islington,1995,1348,57855,9993.058129130812,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,North East Lincolnshire,1791,1008,51939,10359.218029508922,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Rotherham,2136,1220,61944,6651.385013385837,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Telford and Wrekin,2660,1979,77140,14055.479041473673,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,"Armagh City, Banbridge and Craigavon",1354,771,39266,11059.393655673324,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Eilean Siar,3974,2663,115246,23762.217397793338,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Central Bedfordshire,3277,2445,95033,14103.947723510484,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Inverclyde,4010,2768,116290,17155.973998175232,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Newcastle upon Tyne,1266,887,36714,7124.72349861037,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Rutland,697,417,20213,5321.8074906766815,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Thurrock,1108,595,32132,6479.088618846554,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Aberdeenshire,3011,1536,87319,19051.13618125082,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Causeway Coast and Glens,1869,1173,54201,7875.359502300687,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Enfield,3411,1787,98919,28499.024160009423,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Kensington and Chelsea,2459,1467,71311,20490.930445361057,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Norfolk,2302,1347,66758,8190.853066195849,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Sandwell,4561,3073,132269,19272.916566621407,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Torbay,1123,717,32567,6706.5260770640125,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Aberdeen City,2549,1909,73921,21665.052773323783,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Ceredigion [Sir Ceredigion],3608,2600,104632,14412.160431995042,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,England,3670,2477,106430,28665.029073684575,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Kent,4999,3608,144971,37108.967551705115,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Nottingham,4491,3200,130239,37395.133202468394,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,South Ayrshire,1945,1297,56405,12191.225776424644,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Torfaen [Tor-faen],3683,1934,106807,24854.026690624825,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Argyll and Bute,3461,1869,100369,21052.072340986975,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Cheshire East,3369,2062,97701,29201.997710907955,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,East Renfrewshire,4567,3096,132443,19528.696179067738,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Kingston upon Hull,1800,980,52200,9045.934111045057,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Northern Ireland,1718,1141,49822,10645.054247075974,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Scottish Borders,1454,860,42166,6453.104607133527,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Trafford,2193,1629,63597,11359.667199126392,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Isle of Anglesey [Sir Ynys Môn GB-YNM],2985,2168,86565,16177.16965008205,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Cheshire West and Chester,1459,1044,42311,6178.973776913688,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,East Riding of Yorkshire,1315,749,38135,3998.9578759726987,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Kirklees,3620,1849,104980,31379.582524700974,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,North Lanarkshire,2705,1997,78445,22197.807418168613,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Scotland,1560,1142,45240,8398.21017397506,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Tower Hamlets,4776,3071,138504,41006.36913420144,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Ards and North Down,1639,940,47531,8413.916027635622,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Calderdale,1684,975,48836,6539.069555432403,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Essex,2316,1386,67164,18056.546276748395,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Kingston upon Thames,2395,1239,69455,9847.58990639497,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,North Lincolnshire,4514,3374,130906,16758.167619710483,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Suffolk,654,375,18966,3120.0995589098598,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,"Vale of Glamorgan, The [Bro Morgannwg GB-BMG]",3675,2477,106575,25630.948250185233,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Antrim and Newtownabbey,3306,1999,95874,14500.116902035015,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Clackmannanshire,2955,2152,85695,17333.397374077613,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,East Sussex,4631,3239,134299,30887.801187904613,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Knowsley,4995,2560,144855,40171.68542224957,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,"Newry, Mourne and Down",1666,989,48314,5739.528688294349,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Sefton,3274,2187,94946,15725.956633211179,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Warwickshire,4269,2713,123801,19474.91871094675,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Angus,2215,1129,64235,10319.552067006895,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Cumbria,2991,1739,86739,23035.605903906326,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Falkirk,3551,2632,102979,19715.641815564028,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Lancashire,1376,754,39904,7273.3332454763395,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,North Northamptonshire,4864,3610,141056,34265.18540304146,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,South Gloucestershire,2182,1524,63278,9755.344639072307,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,West Berkshire,4175,2864,121075,18182.087669699402,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Bath and North East Somerset,616,320,17864,3316.681956066017,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Fife,2431,1464,70499,9493.315254134912,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Camden,1012,617,29348,4342.255883310294,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Lisburn and Castlereagh,1059,577,30711,8811.686094459967,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,North Somerset,3843,2417,111447,25791.31724547162,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Sheffield,1080,705,31320,5760.374791047676,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,West Dunbartonshire,3647,2339,105763,13932.084848402557,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Blackburn with Darwen,3244,1899,94076,11134.817783093073,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Carmarthenshire [Sir Gaerfyrddin GB-GFY],3618,1845,104922,28443.527079120584,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Flintshire [Sir y Fflint GB-FFL],3559,1935,103211,10675.342896231356,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Hounslow,2979,2090,86391,14622.615320646886,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Lambeth,2257,1495,65453,7174.420153093691,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Neath Port Talbot [Castell-nedd Port Talbot GB-CTL],3349,1892,97121,10009.378451508492,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,St. Helens,4230,2647,122670,33280.1217637143,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Waltham Forest,1848,1239,53592,11960.139120396852,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,"Bournemouth, Christchurch and Poole",835,551,24215,2549.8942769530745,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Cornwall,1395,919,40455,10525.980743275297,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Fermanagh and Omagh,2431,1451,70499,16120.135222393492,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Leicester,4500,3162,130500,34468.69031691724,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Nottinghamshire,4413,2434,127977,19809.844638235347,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Shropshire,4607,2419,133603,13847.1981145048,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Wigan,3046,1993,88334,14779.236003596152,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Bedford,4685,2716,135865,36544.29682497299,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Coventry,2125,1243,61625,9375.560060507507,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Gateshead,4474,2369,129746,31054.372051467417,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Leeds,2016,1480,58464,6304.597880552997,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,North Tyneside,1228,860,35612,5569.963039681874,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Stockport,3965,2402,114985,24572.76096539779,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Wiltshire,3286,2456,95294,17393.397780719497,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Barking and Dagenham,2643,1546,76647,21932.651347107283,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Cardiff [Caerdydd GB-CRD],4632,2592,134328,31697.237918888044,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Glasgow City,2826,1946,81954,9885.682709316005,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Leicestershire,4452,2788,129108,34251.254106847664,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Newham,1865,1071,54085,6490.036524429876,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Salford,895,661,25955,6993.020061000207,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Wakefield,4860,2817,140940,40874.34672722808,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Brent,4077,2682,118233,22427.511880012535,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Croydon,4991,2905,144739,33941.82976282689,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Gloucestershire,4136,2886,119944,30936.391703869995,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Lewisham,2656,1946,77024,22710.49880283088,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Newport [Casnewydd GB-CNW],3794,1949,110026,27221.214834297505,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Slough,1232,724,35728,4409.314072585101,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Walsall,1453,951,42137,5065.901240757203,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Bexley,2042,1238,59218,8557.906059144258,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Conwy,3493,2525,101297,13099.825724587421,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Greenwich,3736,2085,108344,23430.590824803698,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Lincolnshire,1888,1118,54752,14375.680381296557,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,North Yorkshire,1010,734,29290,6396.284232015084,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,South Lanarkshire,2327,1382,67483,7875.275772995254,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,West Lothian,3423,2189,99267,18348.94923838392,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Belfast City,4102,2165,118958,23616.139431246404,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Darlington,1743,1120,50547,12545.50114949031,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Gwynedd,955,505,27695,6365.475863420876,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Liverpool,3572,2394,103588,15279.364069648875,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Oldham,1004,596,29116,4575.358620836531,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Sunderland,1323,836,38367,7184.879370249746,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Wales [Cymru GB-CYM],2605,1310,75545,22208.39919272572,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Bridgend [Pen-y-bont ar Ogwr GB-POG],2352,1365,68208,7412.856125440354,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Derbyshire,3784,2831,109736,12593.227965560747,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Halton,1750,1179,50750,5840.660652961158,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,"London, City of",1756,973,50924,8091.761949770226,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Orkney Islands,4084,2682,118436,25684.36996938486,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Solihull,3203,2191,92887,26291.746006923655,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Wolverhampton,1853,1366,53737,14941.720990989234,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Blaenau Gwent,3519,1853,102051,17055.989054518977,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Denbighshire [Sir Ddinbych GB-DDB],1645,899,47705,9194.646481532369,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Hampshire,3245,1808,94105,14415.71768575194,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Luton,4636,2619,134444,25631.50248221107,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Oxfordshire,3008,2018,87232,11560.280170586713,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
Apple_airtags,29,High,2021,United Kingdom,Somerset,2081,1080,60349,17386.93104715865,Precision Finding with U1 Chip,"Tracking keys, wallets, and small items"
